Cohort	AnimalID	Genotype	Geno	Sex	Diet	0	15	30	60	90	120	Dose	Weight	Weeks
14	29B1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
14	29B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
15	26B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	11.4	21.3	13.2	9.6	9.3	9.1	2		21
15	26B5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.2	22.2	14.1	10.6	9.4	9.9	2		21
15	33A2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.9	22.4	15.4	13.8	12.8	14.3	2		21
16	31C1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
16	30C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
16	32C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
16	32C6(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
16	47A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
16	42A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
16	45A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
5	2E2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		21
5	2E3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		21
5	5E2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		21
6	"10A4 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	6.3	12.8	8.9	7.7	7.2	6.6	2	34.6	21
6	"10A6 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	6.8	22.7	20.9	10.7	8.2	7.5	2	28.7	21
6	"12A1 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	6.2	15.2	10.9	7.4	5.8	5.7	2	32.4	21
6	"12A3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	6.5	16.4	10	7.7	6.7	6.6	2	24.3	21
7	14A5(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.3	20.2	10.6	8.7	7.2	6.1	2	42.3	21
7	14A6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.6	18.7	15.6	14.9	11.1	8.7	2	33.7	21
7	16A2(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.1	15.3	13.7	8.9	7.2	6.6	2	26.9	21
7	17A2(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9	16.9	13.8	12.2	11.5	10.6	2	39.4	21
7	"19A3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.8	23.4	14	12.4	9.4	9.8	2	35.7	21
7	11C3(3)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.2	21.3	15.5	13.8	9.3	8	2	41.1	21
8	16B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		21
8	16B8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9	11.8	11.2	10.2	8.2	7.7	2		21
8	18B1	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.7	18	14.2	10.2	9.7	9.9	2		21
8	18B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.9	7.8	13.1	11.5	8.9	7.3	2		21
9	"19B4 (4)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.6	20.2	12.6	9.6	8	7.4	2	39.7	21
9	"16C2 (2)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.4	20.1	13.9	9.3	7.5	8.4	2	26.6	21
9	"14B3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.1	12.9	10.6	9.2	7.2	6.9	2	35.5	21
9	"14B5 (5)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	6.9	13.4	7.9	8.6	6.4	6.7	2	39.9	21
5	2E6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		21
6	"10A9 (3)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	7.7	21.6	20.6	15.1	11.6	8.8	2	39	21
6	11A6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	11.4	27.4	18.8	16.2	13.7	10.7	2	44.6	21
7	17A5(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	8.9	22.1	18.7	14.8	11.3	10.1	2	36.8	21
7	17A7(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	11.3	30.7	29.6	22.5	16.5	15.7	2	45.2	21
7	17A8(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	8.9	33.1	28.3	21.6	15.6	13.6	2	40.6	21
7	18A5(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	10.7	27.9	21.2	17.6	13.1	13.9	2	41.8	21
13	24A11(5)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		21
13	23A5(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		21
13	23A9(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		21
14	"21bC10 (3,5)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		21
15	33A9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	12.2	27.8	26.6	22.5	21.7	23	2		21
15	21bh7(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	10.9	30	23.8	15.9	15.3	15.3	2		21
5	3E4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
5	5E8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
6	"13A3 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.8	26.2	25.3	19.3	15.8	14.7	2	37.2	21
7	10D5(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.9	30.4	33.3	26.7	19.2	17.7	2	46	21
7	10D6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.9	32.8	27.9	16.6	14.4	9.7	2	42.7	21
7	10D9(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.4	19.2	15.3	12.3	10.4	11.1	2	40.1	21
7	16A8(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.8	23.2	20.3	12.2	10.7	11.1	2	42.1	21
7	16A9(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.3	25.8	14.9	12.1	10.7	8.8	2	39.6	21
7	17A9(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10	19.9	23.8	22.2	15.3	11.6	2	43.7	21
7	18A9(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.2	22.1	13.5	9.5	9.6	10	2	39.3	21
7	18A10(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	12.4	20.5	18.1	20.5	14.8	13.6	2	41.4	21
8	10E2	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.7	28.8	29.6	23.8	17.2	13.9	2	39.8	21
8	10E5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.7	26.5	25	19.1	14.7	11.8	2	35.1	21
8	18B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
8	18B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
8	18B10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
9	"19B6 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
9	"19B7 (3)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
9	"16C4 (1)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
9	"16C5 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
9	"14B7 (1)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
9	"14B8 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
13	24A8(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
13	23A3(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
13	23A8(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
14	23B4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
14	23B6(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
14	25B9(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		21
15	33A5(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	12.1	21.3	19.6	12.8	13.2	13.6	2		21
15	33A7(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	13.1	21	20.1	18.9	19	16	2		21
15	21bh6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	13.7	21.3	20	16.2	14.9	15.4	2		21
5	3E3	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
5	5E5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
5	5E6	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
5	6E3	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
6	"10A7 (1)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	8.2	30.1	28.1	21.6	15.8	13.3	2	36.4	21
7	13C2(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	8.7	21.8	11.2	12.7	10.3	10.9	2	39	21
7	11C5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10.8	26.8	19.6	17	12.1	12.3	2	43.3	21
8	10E1	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.7	27.7	24.9	21.1	13.3	11.5	2	41.3	21
8	10E4	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	8.8	22.2	24.5	19	12.6	10.1	2	39.1	21
13	24A7(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
13	24A10(4)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
13	23A4(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
14	"21bC8 (2)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
14	23B5(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
14	25B10(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		21
15	33A6(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	13.6	28.2	24.6	21.5	19.1	20.3	2	45.9	21
15	"33A8 (2,4)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	12.2	25.9	21.1	19.1	17.9	17.3	2	42.6	21
15	21bh5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10.6	22.4	15.6	14.1	15.4	12.6	2	36.6	21
5	2E5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		21
5	5E4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		21
5	5E7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		21
5	6E4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		21
6	"10A8 (2)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8.1	24.8	16.3	11.7	10.8	9.4	2	37.4	21
6	11A5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.8	12.5	10.1	9.8	8.7	7.7	2	41.5	21
6	11A7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.6	20.2	19.2	16.9	14.1	11.3	2	41.7	21
6	"13A4 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8.6	27.1	27.4	16.3	11.9	10.3	2	34.8	21
6	"13A5 (4)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.3	24.3	22.4	12.1	12.1	11.3	2	37.9	21
7	10D8(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.8	18.1	16	12.7	10.4	9.7	2	38.3	21
7	16A7(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.7	26.5	29.2	21.8	19.7	15.2	2	46.4	21
7	17A4(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.1	26.8	14.2	10.6	9.1	9.8	2	35.2	21
7	18A4(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	4.3	17.3	12.9	7.7	5.8	7.7	2	29.8	21
7	18A6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.5	21.4	19.9	15.1	10.8	10	2	38.1	21
7	11C6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.5	25.7	26.4	18.9	10.7	10.5	2	36.9	21
8	10E3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.6	23.7	28.1	19.4	14.4	12.1	2	41	21
8	18B8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		21
8	18B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		21
9	"19B5 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		21
9	"14B9 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		21
5	2E4	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	6	12.7	10.6	9.4	8.3	9.7	1	33.5	39
5	5E3	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.3	16.4	14.8	10.6	12	10.1	1	41.2	39
7	14A3(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.3	20.9	19.7	18.9	18.8	18.9	1	40.2	39
7	14A4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.7	20.1	19.5	13.4	9.2	9.2	1	42.8	39
7	"19A1 (1)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.8	13.7	14.6	12	9.3	9	1	40	39
7	"19A2 (2)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.1	17.3	14	11.8	9.1	8.8	1	46.3	39
7	11C4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.3	24.1	19.3	15	11.9	8.8	1	49.3	39
8	16B2	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	6.8	14.6	13.3	9.8	9.9	8.3	1	38.2	39
8	16B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	6.4	22.7	24.2	18.3	18.8	16	1	38.9	39
9	"14B2 (2)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	7.7	15.9	13.1	10.6	9.9	9.3	1	46	39
13	20C4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
13	20C6(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
14	24B4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
14	23B1(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
15	26B1(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
15	26B2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
15	26B4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
15	26B6(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
16	31C2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
16	30C4(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
16	32C3(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
16	32C4(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
16	42A2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							1		39
5	2E1	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.8	15.4	13.5	9.4	8.3	9.8	1	36.9	39
6	"10A5 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.8	17.3	13	9.3	7.9	7.2	1	37.1	39
6	"12A2 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.7	16.2	17.3	12.7	10.2	9.2	1	41.2	39
6	"12A4 (4)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8	11.6	11.3	10.9	8.7	8.6	1	40	39
7	17A1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	6.7	13.8	8.8	9.9	7.6	6.9	1	41.4	39
7	17A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.9	14.4	11.9	9.9	8.5	7.2	1	38.5	39
7	18A2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.9	25.3	20.7	15.8	12.6	10.1	1	43	39
8	16B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.4	23.9	23.9	19.3	17.9	10.6	1	37.9	39
8	16B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.9	19.6	17.7	17.4	21.7	18.6	1	41.3	39
8	18B3	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	4.8	19.4	15.3	6.8	6.7	7.1	1	27	39
9	"19B2 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.5	20.7	12.1	9.7	8.5	8.3	1	52.7	39
9	"16C1 (1,4)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.3	16.7	10	8.2	7.1	6.7	1	33.9	39
9	"16C3 (3)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.1	15.7	11.4	7.1	7.9	6.9	1	33.6	39
13	20C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
13	24A4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
13	26A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
13	26A4(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
13	27A4(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
13	29A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
14	25B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
14	25B8(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
14	23B2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
14	29B4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
14	29B6(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
15	26B7(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
15	33A1(1,3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
15	33A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
16	31C3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
16	30C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
16	30C3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
16	32C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
16	32C5(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
16	47A2(2)(3)(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
16	42A1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
16	45A2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							1		39
7	14A7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	10.7	20.7	20.2	19	15.4	13.3	1	43.4	39
7	16A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.7	17.7	12.6	11.1	10.7	10.2	1	44.1	39
7	18A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.8	18.9	14.7	11.2	9.8	9.3	1	35	39
7	18A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.4	22.9	20.9	16.5	12.1	10.5	1	36	39
7	11C1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.7	24.6	18.3	15.4	13.6	10.1	1	45	39
7	11C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.8	28.6	20.4	21.1	13.7	9.2	1	39.1	39
8	18B2	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	5.8	26.2	19.4	10	8.1	7.8	1	29.1	39
9	"19B1 (1)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.5	22.9	16.4	13.7	11.4	9.3	1	42.6	39
9	"14B4 (4)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1	39.8	39
13	20C3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
13	24A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
13	24A5(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
13	26A5(5)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
13	27A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
13	29A4(4)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
14	24B1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
14	24B2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
14	25B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
14	23B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
14	29B1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
14	29B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
15	26B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
15	26B5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
15	33A2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
16	31C1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
16	30C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
16	32C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
16	32C6(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
16	47A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
16	42A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
16	45A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							1		39
5	2E2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.1	20.5	13.9	9	8.2	7.9	1	39.1	39
5	2E3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.6	14.9	14.1	10.4	9.6	8.8	1	38.7	39
5	5E2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.2	10.8	9.2	11.8	8.6	7.8	1	39.6	39
6	"10A4 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.4	14	11	8.3	6.8	7.2	1	42.7	39
6	"10A6 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9	18.7	25.2	22.1	19.8	14.8	1	39.4	39
6	"12A1 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.7	14.5	9.3	9.4	8.1	7.8	1	41.1	39
6	"12A3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.9	17.2	13.1	9.2	7.6	6.6	1	34.6	39
7	14A5(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	10.6	20.3	18.7	16.8	14.6	12.1	1	50.9	39
7	14A6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.3	26.3	21.1	18.2	13.7	13	1	40	39
7	16A2(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.2						1	30	39
7	17A2(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.8	18.1	19.6	17.9	17.7	14.7	1	44.9	39
